,intercept,t_fg,o_fg,t_fga,o_fga,t_fg_pct,o_fg_pct,t_fg2,o_fg2,t_fg2a,o_fg2a,t_fg2_pct,o_fg2_pct,t_fg3,o_fg3,t_fg3a,o_fg3a,t_fg3_pct,o_fg3_pct,t_ft,o_ft,t_fta,o_fta,t_ft_pct,o_ft_pct,t_orb,o_orb,t_drb,o_drb,t_trb,o_trb,t_ast,o_ast,t_stl,o_stl,t_blk,o_blk,t_tov,o_tov,t_pf,o_pf,t_pts,o_pts,t_pts_per_g,o_pts_per_g
0,-0.42419827619987815,0.18526026044966235,-0.08354549440741167,-0.16612087219834273,-0.43933017327035473,-0.0013140222682553758,0.001497740895188006,0.15636877082323591,-0.1584947264185532,-0.1677520952959059,-0.2756846854674326,-0.009433052550396517,0.003343139777707508,0.028891489626399716,0.07494923201124218,0.00163122309756657,-0.16364548780289534,0.0007534338805314486,0.0016537435092766057,0.4092945134291533,0.31864097523746426,-0.7118931429722923,-0.7540097999302322,-0.009999876235564514,0.009394688166157688,0.43353236305570303,0.701668800492021,-0.21235432049791264,-0.39019753019494896,0.22117804255778112,0.31147127029706684,-0.2049435481466433,-0.35080313712692524,0.03698826351083738,-0.13297131137858084,0.511963634129342,0.17262884172064744,-0.16906686447067554,-0.6530193623686622,0.31925011304557827,0.5558791721537627,0.020361505540352806,0.2264977855028904,0.4607866675251822,0.02738626614924241
